"","model","method","swfsc.id","age.pred","age.best","resid","dev","sq.err","best.age.bin","pred.age.bin","age.pred.ran.mode","lower","upper","hdi.range","crc.id","biopsy.id","date.biopsy","sex","age.confidence","age.min","age.max","age.class","pair.id","confidence.wt","sex.num","sn.location","sn.scale","sn.shape","age.range","age.var","dens.unif","wtd.unif","sn.age.offset","Collection_Method"
"61",21,"svm","z0132639",22.6270006499066,29,-6.37299935009344,6.37299935009344,40.6151207162915,25,10,22.1541920176117,17.2169518280138,27.0537264639543,9.83677463594048,"HIPc379","RWB2011AUG20.09",2011-08-19 21:00:00,"Female",3,25,49,"adult.f.sm",14,0.55,1,25.7189509216926,10.3868210704171,6.6335081987554,24,40.7298171721306,0.0416666666666667,0.01875,25.7189509217322,"BIOPSY (PROJECTILE)"
"62",21,"svm","z0132641",15.3064422098991,21,-5.6935577901009,5.6935577901009,32.4166003092187,10,10,18.1678420985111,12.2853851033394,22.9675739491612,10.6821888458218,"HIPc211","RWB2011AUG20.11",2011-08-19 21:00:00,"Male",3,16,41,"adult.f.sm",NA,0.55,2,17.1667923315901,10.6331661753029,5.35757783326063,25,43.508538704995,0.04,0.018,17.1667923315759,"BIOPSY (PROJECTILE)"
"63",21,"svm","z0132642",10.2657241788653,11,-0.73427582113468,0.73427582113468,0.539160981503009,10,10,8.61404111368653,0,13.538338522425,13.538338522425,"HIPc397","RWB2011Aug20.12",2011-08-19 21:00:00,"Female",2,7,54,"adult.f.sm",NA,0.2,1,6.96567167727627,20.984327244479,13.0511751055109,47,161.64774382259,0.0212765957446809,0.0170212765957447,6.96567167205203,"BIOPSY (PROJECTILE)"
"64",21,"svm","z0132658",30.6222630852656,36,-5.37773691473436,5.37773691473436,28.9200543240967,25,25,30.2957678721968,25.3314097051193,37.2067225898214,11.8753128847021,"HIPc114","RWB2011AUG25.01",2011-08-24 21:00:00,"Male",4,31,51,"adult.pm",3,0.75,2,32.5290305483013,8.24080796557395,4.01199633617026,20,27.2063295503102,0.05,0.0125,32.5290305483277,"BIOPSY (PROJECTILE)"
"65",21,"svm","z0132659",26.2081865332597,27,-0.791813466740312,0.791813466740312,0.626968566111311,25,25,26.2567753443049,20.7503555015075,31.9175554107472,11.1671999092397,"HIPc120","RWB2011AUG25.02",2011-08-24 21:00:00,"Female",3,23,47,"adult.f.sm",NA,0.55,1,23.7189509218936,10.3868210702895,6.63350819786325,24,40.7298171715312,0.0416666666666667,0.01875,23.7189509214859,"BIOPSY (PROJECTILE)"
"66",21,"svm","z0132660",22.9856838599898,23,-0.0143161400102372,0.0143161400102372,0.000204951864792714,10,10,23.6222738891126,18.8009381526846,28.1341877848145,9.33324963212986,"HIPc181","RWB2011AUG25.03",2011-08-24 21:00:00,"Male",4,19,38,"adult.f.sm",NA,0.75,2,19.9967819636746,8.03212105285983,5.02842229942289,19,25.0060075001684,0.0526315789473684,0.0131578947368421,19.9967820086577,"BIOPSY (PROJECTILE)"
"67",21,"svm","z0160208",26.6124603818488,21,5.61246038184885,5.61246038184885,31.4997115378229,10,25,27.1323007495977,20.7731357667306,33.0241100399295,12.2509742731989,"HIPc198","KW2015015",2015-11-06 22:00:00,"Female",5,12,31,"adult.f.sm",NA,1,1,17.8431691034243,5.874501793204,1.0481683588639,19,23.0085794117509,0.0526315789473684,0,17.9797765527827,"STRANDING"
"68",21,"svm","z0175867",11.684349720101,9,2.68434972010096,2.68434972010096,7.20573341980612,0,10,12.9964652664482,8.35064880691449,17.3177498749028,8.96710106798833,"HIPc578","RWB2016OCT09.01",2016-10-08 21:00:00,"Female",4,7,11,"sub.adult",NA,0.75,1,8.91384128505223,1.02400968367618,0.105997001633192,4,1.04117891965248,0.25,0.0625,8.91401015753646,"BIOPSY (PROJECTILE)"
"69",21,"svm","z0175874",17.9077510777138,20,-2.09224892228619,2.09224892228619,4.37750555280773,10,10,20.5708506364694,15.0498756594698,26.1892371792642,11.1393615197943,"HIPc202","RWB2016OCT19.01",2016-10-18 21:00:00,"Male",4,18,22,"adult.f.sm",NA,0.75,2,19.8625536955878,1.02957191750823,0.169071036602337,4,1.04126442722181,0.25,0.0625,19.8635844081964,"BIOPSY (PROJECTILE)"
"70",21,"svm","z0175876",17.7166344663005,12,5.71663446630055,5.71663446630055,32.6799096212953,10,10,19.2995049964616,14.1770588770747,24.4116427093571,10.2345838322824,"HIPc320","RWB2016OCT20.02",2016-10-19 21:00:00,"Male",5,10,14,"adult.f.sm",13,1,2,11.7723020797463,1.04501460942651,0.280862995841487,4,1.04122330733397,0.25,0,11.7769020667349,"BIOPSY (PROJECTILE)"
"71",21,"svm","z0175877",29.0004006214467,32,-2.99959937855327,2.99959937855327,8.99759643181717,25,25,29.1143534686953,23.6451570679535,34.2433975465973,10.5982404786438,"HIPc216","RWB2016OCT23.01",2016-10-22 21:00:00,"Female",4,28,47,"adult.f.sm",NA,0.75,1,28.9967819889455,8.0321210415821,5.02842222859705,19,25.0060074722902,0.0526315789473684,0.0131578947368421,28.9967819889476,"BIOPSY (PROJECTILE)"
