"","model","method","swfsc.id","age.pred","age.best","resid","dev","sq.err","best.age.bin","pred.age.bin","age.pred.ran.mode","lower","upper","hdi.range","crc.id","biopsy.id","date.biopsy","sex","age.confidence","age.min","age.max","age.class","pair.id","confidence.wt","sex.num","sn.location","sn.scale","sn.shape","age.range","age.var","dens.unif","wtd.unif","sn.age.offset","Collection_Method"
"72",21,"svm","z0178364",13.375896221563,10,3.37589622156304,3.37589622156304,11.3966752987636,10,10,12.8432605451126,7.54346942329242,18.1095837049339,10.5661142816415,"HIPc700","KW2016020",2016-11-19 22:00:00,"Female",5,10,20,"adult.f.sm",NA,1,1,9.85823560501353,4.52473991847915,91.0036744234836,10,7.44115560610463,0.1,0,9.85823560500615,"STRANDING"
"73",21,"svm","z0183541",29.3189472338447,32,-2.6810527661553,2.6810527661553,7.18804393490897,25,25,29.7860058910645,23.0539883762667,36.0047665405337,12.950778164267,"HIPc262","RWB2017MAR09.01",2017-03-08 22:00:00,"Male",4,27,47,"adult.pm",NA,0.75,2,28.5290305041051,8.24080798528345,4.01199639514581,20,27.2063296104504,0.05,0.0125,28.5290305649066,"BIOPSY (PROJECTILE)"
"74",21,"svm","z0183543",3.67206399123952,4,-0.327936008760481,0.327936008760481,0.107542025841755,0,0,0.547327666006936,0,5.94532221020966,5.94532221020966,"HIPc704","RWB2017MAR09.03",2017-03-08 22:00:00,"Male",5,3,6,"juvenile",NA,1,2,3.42078822456689,1.15071323146265,2.5617247956917,3,0.592635287072574,0.333333333333333,0,3.42078822321291,"BIOPSY (PROJECTILE)"
"75",21,"svm","z0183544",8.50362464588512,11,-2.49637535411488,2.49637535411488,6.23188990863221,10,0,8.10913129596224,2.86883633259827,13.0235039124616,10.1546675798634,"HIPc363","RWB2017MAR10.01",2017-03-09 22:00:00,"Female",5,9,13,"adult.f.sm",NA,1,1,10.8532355176834,1.03083642954353,0.18057229981032,4,1.04126247277116,0.25,0,10.8544884907743,"BIOPSY (PROJECTILE)"
"76",21,"svm","z0186431",10.2528892571453,8,2.25288925714532,2.25288925714532,5.07551000496078,0,10,10.3610682969775,4.36412158437213,15.5505374157287,11.1864158313566,"HIPc714","OES171008.01s",2017-10-07 21:00:00,"Male",2,5,18,"sub.adult",NA,0.2,2,5.83602010272923,5.42684079098682,4.46939454559525,13,11.5956110926841,0.0769230769230769,0.0615384615384615,5.8360201027258,"BIOPSY (PROJECTILE)"
"77",21,"svm","z0186433",18.1133437439996,21,-2.88665625600042,2.88665625600042,8.33278434030639,10,10,19.1253049489186,14.2687760520897,24.2794642111064,10.0106881590167,"HIPc508","OES171008.03s",2017-10-07 21:00:00,"Male",5,19,23,"adult.f.sm",NA,1,2,20.6733544234427,1.06940608873781,0.404894876205856,4,1.04108321172886,0.25,0,20.6865408281443,"BIOPSY (PROJECTILE)"
"78",21,"svm","z0186434",17.9655922943585,22,-4.0344077056415,4.0344077056415,16.2764455353395,10,10,19.5666426434936,13.8357231634827,26.1284077556178,12.292684592135,"HIPc223","OES171008.04s",2017-10-07 21:00:00,"Male",3,18,42,"adult.f.sm",NA,0.55,2,18.7189723647251,10.3868115035779,6.6334220188365,24,40.7297809173453,0.0416666666666667,0.01875,18.7189262523888,"BIOPSY (PROJECTILE)"
"79",21,"svm","z0186435",14.8169114976028,30,-15.1830885023972,15.1830885023972,230.526176471626,25,10,13.5950584222044,7.06769929081485,19.6932925912155,12.6255933004007,"HIPc151","OES171008.05s",2017-10-07 21:00:00,"Male",3,25,50,"adult.pm",5,0.55,2,26.1667923315672,10.6331661753072,5.35757783324226,25,43.5085387050462,0.04,0.018,26.1667923315666,"BIOPSY (PROJECTILE)"
"80",21,"svm","z0186450",9.92038453591775,4,5.92038453591775,5.92038453591775,35.0509530531341,0,0,11.131985503046,4.00735155985451,16.9856249452989,12.9782733854444,"HIPc692","RWB2017OCT12.04",2017-10-11 21:00:00,"Male",3,2,7,"juvenile",NA,0.55,2,3.04308546598139,1.76587344567676,1.74533403154112,5,1.62376049683564,0.2,0.09,3.04308546597679,"BIOPSY (PROJECTILE)"
"81",21,"svm","z0187739",32.5710970536754,23,9.57109705367543,9.57109705367543,91.6058988108745,10,25,34.2464826620386,27.224620073502,39.9236607261527,12.6990406526507,"HIPc190","LSK171117.01s, LSK171117.02s",2017-11-16 22:00:00,"Female",3,19,43,"adult.f.sm",9,0.55,1,19.7183076710146,10.3872440270018,6.63192238790712,24,40.7338480985726,0.0416666666666667,0.01875,19.7183076710078,"BIOPSY (PROJECTILE)"
"82",21,"svm","z0190863",12.5079827254065,11,1.50798272540647,1.50798272540647,2.27401190012432,10,10,13.8623314816556,8.69003493659456,19.3835906577602,10.6935557211656,"HIPc359","RWB2017NOV12.02",2017-11-11 22:00:00,"Female",5,9,13,"adult.f.sm",NA,1,1,10.8532355176834,1.03083642954353,0.18057229981032,4,1.04126247277116,0.25,0,10.8544884907743,"BIOPSY (PROJECTILE)"
"83",21,"svm","z0190867",9.82459913764626,7,2.82459913764626,2.82459913764626,7.97836028839201,0,0,8.90782077407229,1.02166852711599,14.181090457566,13.15942193045,"HIPc699","RWB2018MAR04.01",2018-03-03 22:00:00,"Female",4,5,9,"sub.adult",NA,0.75,1,6.88144881434084,1.02725135865404,0.145771103294223,4,1.04126736410313,0.25,0.0625,6.88211204618039,"BIOPSY (PROJECTILE)"
"84",21,"svm","z0196956",14.4924185450977,13,1.49241854509768,1.49241854509768,2.22731311375148,10,10,12.6375737873689,5.27146158734648,18.7188913632725,13.447429775926,"HIPc301","RWB2018NOV17.03",2018-11-16 22:00:00,"Male",5,11,15,"adult.f.sm",11,1,2,12.9176932847985,1.02371179919411,0.101205268809995,4,1.04122165234871,0.25,0,12.9178699315933,"BIOPSY (PROJECTILE)"
"85",21,"svm","z0198374",17.1424356362529,16,1.14243563625286,1.14243563625286,1.30515918298047,10,10,20.0622250033218,14.3743239155664,24.9015712958946,10.5272473803282,"HIPc376","RWB2019MAR15.01",2019-03-14 21:00:00,"Male",4,14,18,"adult.f.sm",NA,0.75,2,15.8569027816894,1.03032152192474,0.176030920004796,4,1.04125054352133,0.25,0.0625,15.8580768226006,"BIOPSY (PROJECTILE)"
"86",21,"svm","z0198377",19.8762546712362,35,-15.1237453287638,15.1237453287638,228.727672769305,25,10,21.6975753412803,15.2301269810632,28.2108242987408,12.9806973176776,"HIPc105","RWB2019MAR15.04",2019-03-14 21:00:00,"Female",3,31,55,"adult.f.sm",NA,0.55,1,31.7189507015624,10.3868211515331,6.63350907890525,24,40.7298174123007,0.0416666666666667,0.01875,31.718951178917,"BIOPSY (PROJECTILE)"
"87",21,"svm","z0198473",22.0871656030257,25,-2.91283439697432,2.91283439697432,8.48460422419674,25,10,22.3164486219674,17.5202559694521,27.6614005364798,10.1411445670276,"HIPc162","KW2013018",2013-10-05 21:00:00,"Male",5,20,35,"adult.pm",6,1,2,22.1043609567412,5.75337884876792,2.56128961481412,15,14.815739248899,0.0666666666666667,0,22.1038891598703,"STRANDING"
"88",21,"svm","z0198474",25.7336981718494,19,6.73369817184937,6.73369817184937,45.3426910695675,10,25,26.9816431640183,22.2512615338856,30.9328568552078,8.68159532132228,"HIPc164","KW2016016",2016-09-27 21:00:00,"Male",5,16,24,"adult.f.sm",7,1,2,17.4449342167079,2.92453749719491,2.03083718199599,8,4.17053783698488,0.125,0,17.4449342167143,"STRANDING"
"89",21,"svm","z0198475",26.1576370646641,40,-13.8423629353359,13.8423629353359,191.611011633561,25,25,28.6874227550963,23.4978374359969,34.1078325261735,10.6099950901766,"HIPc129","RWB2016OCT19.02",2016-10-18 21:00:00,"Male",3,30,60,"adult.pm",4,0.55,2,34.2078822425416,11.5071323160276,2.56172479704235,30,59.2635287114897,0.0333333333333333,0.015,34.2078822323316,"BIOPSY (PROJECTILE)"
